team1,team2,city,date,toss_winner,first_batting,team1_player1_bat_rank,team1_player1_bowl_rank,team1_player2_bat_rank,team1_player2_bowl_rank,team1_player3_bat_rank,team1_player3_bowl_rank,team1_player4_bat_rank,team1_player4_bowl_rank,team1_player5_bat_rank,team1_player5_bowl_rank,team1_player6_bat_rank,team1_player6_bowl_rank,team1_player7_bat_rank,team1_player7_bowl_rank,team1_player8_bat_rank,team1_player8_bowl_rank,team1_player9_bat_rank,team1_player9_bowl_rank,team1_player10_bat_rank,team1_player10_bowl_rank,team1_player11_bat_rank,team1_player11_bowl_rank,team2_player1_bat_rank,team2_player1_bowl_rank,team2_player2_bat_rank,team2_player2_bowl_rank,team2_player3_bat_rank,team2_player3_bowl_rank,team2_player4_bat_rank,team2_player4_bowl_rank,team2_player5_bat_rank,team2_player5_bowl_rank,team2_player6_bat_rank,team2_player6_bowl_rank,team2_player7_bat_rank,team2_player7_bowl_rank,team2_player8_bat_rank,team2_player8_bowl_rank,team2_player9_bat_rank,team2_player9_bowl_rank,team2_player10_bat_rank,team2_player10_bowl_rank,team2_player11_bat_rank,team2_player11_bowl_rank,match_winner
India,Pakistan,Sharjah Cricket Association Stadium,23 October 1991,1,1,101,101,32,89,101,101,101,101,15,17,50,4,34,94,101,101,101,1,89,3,101,101,37,29,101,101,23,101,10,77,33,75,101,101,62,6,75,101,101,88,101,63,101,52,1
India,Pakistan,Sharjah Cricket Association Stadium,25 October 1991,1,1,101,101,101,101,65,101,101,101,16,19,33,90,50,4,101,101,100,47,90,3,101,101,36,31,8,101,21,101,11,77,37,75,99,101,101,101,62,6,73,101,101,83,101,63,1
India,South Africa,Calcutta,10 November 1991,1,1,101,101,101,101,48,92,101,101,101,1,101,101,101,101,101,101,101,101,101,101,101,101,37,33,9,101,21,101,29,75,11,80,98,101,101,101,60,6,73,101,101,59,101,76,0
India,South Africa,Gwalior,12 November 1991,1,0,23,68,9,101,20,101,35,75,12,81,101,101,101,101,60,6,73,101,101,55,101,65,101,101,101,101,42,94,101,101,99,101,101,101,101,101,101,101,101,101,101,101,101,77,0
India,South Africa,New Delhi,14 November 1991,1,0,35,33,23,68,16,101,37,76,101,101,27,101,101,101,60,6,85,101,101,52,101,65,101,101,38,96,100,101,71,101,101,101,101,85,101,101,101,101,101,101,101,92,101,54,1
Pakistan,West Indies,Karachi,20 November 1991,1,1,4,101,101,101,5,101,76,101,35,21,57,101,101,101,86,9,75,2,101,101,97,24,101,101,101,101,63,101,101,101,14,84,17,19,50,5,101,101,94,30,89,4,101,101,1
Pakistan,West Indies,Lahore,22 November 1991,1,1,2,101,101,101,6,101,74,101,31,21,54,101,52,11,101,101,87,13,75,2,95,24,101,101,101,101,101,101,101,101,17,16,33,92,50,4,101,101,86,5,97,28,101,101,2
Pakistan,West Indies,Faisalabad,24 November 1991,1,1,4,101,90,101,6,101,59,101,27,22,53,101,54,12,101,101,101,85,75,2,101,101,101,101,101,101,49,101,101,101,17,18,34,93,51,4,97,101,88,5,96,28,101,101,1
India,West Indies,Perth,6 December 1991,1,0,31,35,23,69,15,101,38,76,14,81,101,101,101,101,60,6,75,101,101,101,101,61,4,101,92,101,7,101,57,101,28,24,53,101,55,9,101,101,73,2,101,78,95,23,2
Australia,India,Perth,8 December 1991,1,1,32,26,22,69,17,101,36,75,16,81,85,101,101,101,61,6,101,98,75,101,101,59,3,101,21,101,1,101,12,49,65,100,19,29,30,11,43,101,56,14,100,19,101,22,1
Australia,India,Hobart,10 December 1991,1,1,36,26,23,69,13,101,31,75,101,101,84,101,16,83,101,80,61,6,101,55,75,101,18,101,4,101,1,101,12,49,65,100,20,30,30,12,43,101,56,15,100,11,101,20,0
Australia,West Indies,Melbourne Cricket Ground,12 December 1991,1,0,4,101,18,101,1,101,12,50,48,99,20,25,44,101,56,13,100,10,101,41,101,20,3,101,60,101,7,101,57,101,30,23,51,101,58,8,101,101,68,2,101,65,93,26,0
India,West Indies,Adelaide Oval,14 December 1991,1,0,35,24,22,71,11,101,25,76,15,83,101,101,84,101,61,6,75,101,101,44,101,49,2,101,73,101,9,101,54,101,31,23,53,101,56,9,101,101,68,2,101,65,92,29,0
Australia,India,Adelaide Oval,15 December 1991,1,1,35,25,22,73,13,101,25,76,17,84,83,101,101,101,60,6,75,101,101,48,101,47,19,101,5,101,1,101,10,52,49,99,20,23,44,101,58,14,100,8,101,36,101,19,0
Australia,West Indies,Sydney Cricket Ground,18 December 1991,1,0,4,101,18,101,1,101,20,23,51,92,10,52,41,101,54,17,100,8,101,32,101,14,2,101,77,101,9,101,56,101,26,24,49,101,58,10,101,101,101,88,71,2,101,65,0
Australia,West Indies,Sydney Cricket Ground,18 December 1991,1,0,4,101,18,101,1,101,20,23,51,92,10,52,41,101,54,17,100,8,101,32,101,14,2,101,77,101,9,101,56,101,26,24,49,101,58,10,101,101,101,88,71,2,101,65,0
Australia,India,Adelaide Oval,15 December 1991,1,1,35,25,22,73,13,101,25,76,17,84,83,101,101,101,60,6,75,101,101,48,101,47,19,101,5,101,1,101,10,52,49,99,20,23,44,101,58,14,100,8,101,36,101,19,0
India,West Indies,Adelaide Oval,14 December 1991,1,0,35,24,22,71,11,101,25,76,15,83,101,101,84,101,61,6,75,101,101,44,101,49,2,101,73,101,9,101,54,101,31,23,53,101,56,9,101,101,68,2,101,65,92,29,0
Pakistan,Sri Lanka,Sargodha Stadium,10 January 1992,1,1,40,101,101,101,21,69,13,55,101,87,101,101,101,101,101,101,101,30,101,44,101,101,101,101,49,101,14,85,101,101,17,18,101,101,52,5,96,101,101,46,88,4,101,101,0
New Zealand,England,Auckland,11 January 1992,1,0,29,101,57,101,14,68,6,91,30,101,69,54,101,76,45,101,101,24,101,44,101,28,5,42,64,101,21,101,4,101,43,101,44,101,101,78,101,40,65,37,53,10,101,55,1
India,West Indies,Woolloongabba,11 January 1992,1,0,24,71,9,101,15,101,23,74,19,84,101,101,61,8,101,101,74,101,101,43,101,45,2,101,76,101,59,101,8,101,26,21,58,101,62,9,101,101,73,2,101,58,91,33,1
Australia,West Indies,Woolloongabba,12 January 1992,1,1,2,101,64,101,48,101,7,101,27,22,55,101,62,10,75,2,101,57,101,101,92,25,14,101,3,101,1,101,11,54,41,62,56,87,22,20,42,101,53,12,98,6,101,27,1
Pakistan,Sri Lanka,Karachi,13 January 1992,1,0,101,101,101,101,14,85,101,101,15,19,55,5,32,95,96,101,98,28,87,4,101,101,38,101,101,101,21,69,13,58,101,87,101,101,101,101,101,34,101,29,101,46,101,101,0
Australia,India,Sydney Cricket Ground,14 January 1992,1,1,35,28,24,72,12,101,18,101,21,75,19,85,101,101,61,8,89,101,101,45,101,42,4,101,9,101,44,84,10,55,41,63,23,20,42,101,53,16,100,5,101,101,101,26,0
Pakistan,Sri Lanka,Hyderabad,15 January 1992,1,0,101,101,101,101,10,88,101,101,55,6,14,12,32,95,95,101,98,28,86,4,101,101,101,101,57,99,16,58,101,101,101,84,23,70,101,35,101,101,101,27,101,46,101,101,0
India,West Indies,Melbourne Cricket Ground,16 January 1992,1,1,2,101,67,101,49,101,8,101,26,21,51,101,64,10,101,101,66,2,101,57,93,25,37,30,22,73,19,101,17,72,20,86,81,101,101,101,62,8,89,101,101,38,101,40,0
Pakistan,Sri Lanka,Multan,17 January 1992,1,0,101,101,101,101,32,95,57,6,87,101,97,27,14,12,101,101,10,87,85,4,101,101,49,99,101,101,21,70,17,58,101,101,101,79,101,101,101,24,101,48,101,47,101,101,1
Australia,India,Melbourne Cricket Ground,18 January 1992,1,0,8,101,4,101,1,101,45,77,42,63,11,55,24,20,41,101,54,12,99,5,101,25,37,29,21,73,19,101,18,69,22,87,77,101,101,101,63,8,91,101,101,38,101,43,0
Pakistan,Sri Lanka,Rawalpindi Cricket Stadium,19 January 1992,1,0,101,101,101,101,101,101,10,85,33,94,57,6,14,13,85,101,97,23,86,4,101,101,39,101,50,99,22,70,16,58,101,101,101,78,101,101,101,25,101,46,101,101,101,101,0
Australia,India,Sydney Cricket Ground,20 January 1992,1,0,4,101,9,101,1,100,46,70,45,62,10,56,24,20,42,101,54,16,99,6,101,22,36,30,23,74,21,101,12,67,22,85,101,101,65,101,89,101,62,8,101,38,101,39,0
New Zealand,England,Dunedin,12 February 1992,1,0,58,101,7,90,31,101,16,70,28,80,66,50,101,81,47,101,101,101,101,29,101,38,5,45,70,101,23,101,3,101,45,32,48,101,101,63,101,41,64,34,101,62,101,53,1
New Zealand,England,Christchurch,15 February 1992,1,1,41,33,70,101,16,101,48,101,4,101,5,45,101,37,67,29,101,54,101,62,101,17,64,90,30,101,31,101,17,71,27,81,61,49,101,78,44,101,101,101,101,38,101,11,1
New Zealand,Australia,Auckland,22 February 1992,1,0,30,101,63,86,10,91,14,71,25,79,62,49,45,101,101,80,101,64,101,35,101,11,7,101,4,101,1,101,12,57,47,68,46,62,24,21,41,101,99,6,55,16,101,15,0
England,India,Perth,22 February 1992,1,0,5,45,43,28,9,101,71,101,44,101,48,101,101,37,69,31,101,53,57,10,101,55,35,33,20,75,23,85,13,67,101,101,58,101,101,101,101,87,77,101,66,8,101,39,0
Sri Lanka,Zimbabwe,New Plymouth,23 February 1992,1,1,95,101,101,101,100,101,82,101,101,101,76,101,96,92,101,89,101,101,101,95,101,65,39,101,46,97,19,59,22,67,12,43,101,77,101,101,101,100,101,25,101,48,101,101,0
Pakistan,West Indies,Melbourne Cricket Ground,23 February 1992,1,0,101,101,101,101,101,101,11,82,101,101,33,87,56,6,101,101,101,101,83,101,101,101,2,101,40,101,8,101,26,20,29,101,52,101,81,41,64,10,101,32,101,101,66,2,1
New Zealand,Sri Lanka,Hamilton,25 February 1992,1,1,35,101,47,98,24,64,19,60,13,45,101,78,101,101,101,76,101,25,101,46,101,101,30,101,63,86,9,94,15,72,25,81,59,43,46,101,101,61,101,32,101,31,101,11,0
Australia,South Africa,Sydney Cricket Ground,26 February 1992,1,0,4,101,7,101,1,101,14,54,50,69,23,22,42,101,56,15,100,5,101,25,101,16,31,101,101,101,71,101,101,101,75,100,101,101,101,81,101,101,101,78,101,101,101,48,1
Pakistan,Zimbabwe,Hobart,27 February 1992,1,0,101,101,101,101,101,101,9,86,101,101,57,4,17,12,97,21,101,98,84,101,101,101,101,101,94,101,101,101,77,101,101,101,60,101,83,83,101,90,101,65,101,101,101,89,0
England,West Indies,Melbourne Cricket Ground,27 February 1992,1,1,2,101,43,101,10,101,27,20,50,101,29,101,85,42,68,10,101,101,69,2,101,26,3,47,45,24,11,101,51,101,42,101,48,101,101,51,101,35,70,31,59,9,101,57,0
New Zealand,South Africa,Auckland,29 February 1992,1,1,33,101,101,101,54,101,101,101,101,101,78,99,101,101,101,85,101,83,101,46,101,101,28,101,56,92,8,97,46,101,15,73,25,86,63,40,101,82,101,55,101,32,101,10,0
West Indies,Zimbabwe,Woolloongabba,29 February 1992,1,0,53,89,39,101,10,101,26,22,50,101,30,101,72,11,101,101,101,17,101,53,92,21,101,101,101,101,101,101,67,101,62,101,101,101,101,101,101,75,101,62,101,90,101,101,0
Australia,India,Woolloongabba,1 March 1992,1,0,44,101,5,101,7,101,1,101,23,27,48,65,15,56,100,5,61,13,101,38,101,28,34,34,22,77,21,88,13,68,101,101,19,101,101,101,80,101,101,39,71,7,101,37,0
South Africa,Sri Lanka,Wellington,2 March 1992,1,0,33,101,76,98,47,101,101,101,101,101,101,101,101,81,101,80,101,101,101,101,101,45,30,101,101,101,24,66,21,61,101,101,12,46,101,83,101,73,101,26,99,44,101,101,1
New Zealand,Zimbabwe,Napier,3 March 1992,1,0,28,101,57,91,8,98,13,76,101,86,25,87,63,37,46,101,101,55,101,32,101,25,97,101,62,101,68,101,88,85,101,71,101,101,101,101,101,101,101,101,101,65,101,74,0
India,Pakistan,Sydney Cricket Ground,4 March 1992,1,0,101,101,23,80,19,89,93,101,11,64,21,101,101,101,80,101,70,4,101,39,101,38,101,101,101,101,61,101,12,88,101,101,17,12,59,5,101,101,85,101,97,26,101,101,0
South Africa,West Indies,Christchurch,5 March 1992,1,0,101,101,34,101,38,101,101,101,69,95,101,101,101,85,101,101,101,67,101,84,101,43,2,101,41,101,13,101,27,27,54,101,28,101,74,11,101,101,70,2,101,49,101,19,0
Australia,England,Sydney Cricket Ground,5 March 1992,1,0,47,66,50,101,7,101,1,101,22,30,15,57,44,101,62,15,101,6,101,26,101,23,3,48,42,12,8,101,49,101,46,101,52,101,101,34,101,53,72,13,58,8,101,56,1
India,Zimbabwe,Hamilton,7 March 1992,1,0,23,80,101,101,21,90,10,63,20,101,94,101,101,101,79,101,101,38,72,4,101,39,101,101,81,101,58,101,101,101,68,101,101,101,90,86,101,68,101,101,101,59,101,81,0
Australia,Sri Lanka,Adelaide Oval,7 March 1992,1,1,32,101,49,101,25,64,18,62,13,46,101,83,101,101,101,76,101,28,100,45,101,101,42,67,5,101,52,66,6,101,1,101,22,31,15,55,45,101,62,13,101,6,101,19,0
New Zealand,West Indies,Auckland,8 March 1992,1,1,2,101,34,101,13,101,29,26,51,101,30,101,101,101,101,101,101,15,69,2,101,48,25,101,56,96,11,100,10,79,26,88,64,33,101,47,49,101,101,29,101,20,101,10,0
Pakistan,South Africa,Woolloongabba,8 March 1992,1,1,91,101,35,101,101,101,70,89,101,101,101,101,88,77,101,101,101,61,101,69,101,43,101,101,65,101,101,101,17,12,101,101,60,6,37,94,83,101,100,25,101,75,101,101,1
England,Sri Lanka,Ballarat,9 March 1992,1,0,3,49,43,11,9,101,46,101,41,101,48,101,101,29,70,14,101,51,59,8,101,58,34,101,50,101,26,65,19,63,14,46,101,101,101,85,101,41,101,27,101,1,101,101,0
India,West Indies,Wellington,10 March 1992,1,0,101,101,23,83,18,92,9,64,20,101,101,101,67,101,79,101,72,6,101,35,101,38,2,101,29,101,55,89,14,101,45,101,32,101,28,27,101,101,101,15,69,2,101,43,1
South Africa,Zimbabwe,Canberra,10 March 1992,1,1,101,101,80,101,101,101,71,101,59,101,101,101,101,67,101,101,101,60,101,78,101,74,35,101,87,101,31,96,70,90,101,101,101,101,88,66,101,101,101,56,101,59,101,41,0
Australia,Pakistan,Perth,11 March 1992,1,1,101,101,101,101,101,101,12,93,18,12,101,101,40,90,60,5,83,101,98,17,101,101,45,63,5,101,6,101,1,101,52,69,15,54,23,28,49,101,101,4,101,20,101,25,1
New Zealand,India,Dunedin,12 March 1992,1,1,101,1,23,83,15,94,5,65,20,101,101,101,101,100,78,101,101,36,72,6,101,35,21,101,58,95,6,96,9,80,51,101,24,88,67,34,101,87,101,41,101,21,101,10,0
England,South Africa,Melbourne Cricket Ground,12 March 1992,1,1,30,101,66,101,26,99,97,101,59,93,101,101,89,60,101,101,101,51,101,67,101,44,38,101,43,12,11,101,52,101,32,101,101,53,101,30,71,13,57,9,101,57,101,20,0
Sri Lanka,West Indies,Berri Oval,13 March 1992,1,1,2,101,33,101,40,89,13,101,44,96,34,101,30,16,101,101,68,2,101,15,101,42,38,101,45,101,101,101,20,64,12,46,27,67,101,101,101,80,101,21,101,39,101,101,1
Australia,Zimbabwe,Hobart,14 March 1992,1,0,48,63,7,101,1,101,16,56,40,70,21,27,51,101,61,15,101,4,101,11,101,18,101,101,76,101,101,101,101,101,73,101,57,101,101,101,101,67,101,97,101,50,101,74,0
New Zealand,England,Wellington,15 March 1992,1,1,34,101,47,13,46,98,11,101,6,101,101,30,99,55,70,15,59,9,101,58,101,24,21,101,36,101,3,92,7,80,24,88,66,33,101,89,52,101,101,39,101,20,101,10,0
India,South Africa,Adelaide Oval,15 March 1992,1,0,101,101,20,101,14,93,5,62,101,101,95,101,64,101,101,35,78,101,69,6,101,36,54,101,23,99,58,78,96,101,27,101,97,101,87,60,101,101,101,52,101,67,101,41,1
Pakistan,Sri Lanka,Perth,15 March 1992,1,1,37,101,38,101,101,101,19,65,26,66,12,47,101,101,101,82,101,16,101,49,101,101,101,101,101,101,17,12,10,91,101,101,101,101,42,85,60,5,82,101,98,17,101,101,0
New Zealand,Pakistan,Christchurch,18 March 1992,1,0,20,101,58,95,5,92,8,80,27,89,69,34,101,36,52,101,101,24,101,28,101,11,101,101,101,101,101,101,10,91,101,101,41,86,18,14,59,3,83,101,99,12,101,101,1
England,Zimbabwe,Albury,18 March 1992,1,1,101,101,74,101,101,101,101,101,63,101,57,101,101,101,80,79,98,49,101,48,101,76,6,50,47,13,7,101,11,101,51,97,30,101,31,101,61,9,101,56,101,21,101,55,1
Australia,West Indies,Melbourne Cricket Ground,18 March 1992,1,0,44,62,3,101,1,101,17,59,35,70,23,26,49,101,60,18,101,5,101,10,101,15,2,101,24,101,45,83,14,101,43,94,33,101,29,19,101,101,101,20,68,2,101,40,0
New Zealand,Pakistan,Auckland,21 March 1992,1,0,20,101,35,101,8,90,4,79,25,86,68,32,52,101,101,33,89,18,101,27,101,10,101,101,101,101,18,14,9,89,101,101,101,101,59,3,80,101,98,12,101,71,101,101,1
England,South Africa,Sydney Cricket Ground,22 March 1992,1,0,8,49,48,13,31,101,34,95,32,101,7,101,101,30,84,60,59,9,101,19,101,48,29,101,53,101,22,94,54,73,87,101,78,101,81,54,101,101,101,51,101,58,101,39,0
England,Pakistan,Melbourne Cricket Ground,25 March 1992,1,1,101,101,101,101,16,15,6,88,101,101,55,3,101,101,43,83,80,101,98,10,101,101,9,49,49,14,32,101,35,94,26,101,8,101,101,31,82,61,67,13,59,9,101,48,1
West Indies,South Africa,Kingston,7 April 1992,1,0,2,101,22,101,29,79,14,101,38,91,30,19,101,17,64,2,101,101,101,32,92,16,46,101,31,101,23,96,53,70,69,95,73,101,101,48,101,101,101,101,101,90,101,34,0
West Indies,South Africa,Port of Spain,11 April 1992,1,1,51,101,31,101,28,95,56,71,63,93,60,101,101,101,101,49,101,100,101,59,101,36,2,101,16,101,29,79,14,101,38,90,85,40,101,15,65,2,101,101,101,1,91,17,0
West Indies,South Africa,Port of Spain,12 April 1992,1,1,51,101,101,101,30,101,29,91,60,70,54,94,90,101,101,101,101,48,101,51,101,101,2,101,16,101,23,79,14,101,37,90,85,36,101,15,66,2,101,101,101,1,91,16,0
England,Pakistan,London,20 May 1992,1,0,10,49,30,101,8,101,6,101,24,101,42,89,48,14,101,31,66,10,59,8,101,43,101,101,101,101,101,101,9,87,101,101,101,101,53,3,101,101,80,101,95,13,101,101,0
England,Pakistan,London,22 May 1992,1,0,10,51,25,101,9,101,6,101,23,101,31,90,48,14,101,31,66,10,59,9,101,42,101,101,101,101,101,101,101,101,8,87,94,101,101,96,80,101,96,13,101,101,101,101,0
Sri Lanka,Australia,Colombo,15 August 1992,1,1,38,57,47,101,1,101,4,101,36,67,19,58,86,41,49,101,101,5,101,49,101,8,42,101,101,101,26,64,15,66,12,47,101,101,101,101,101,72,101,17,101,40,101,101,0
England,Pakistan,Nottingham,20 August 1992,1,0,11,53,23,101,5,101,20,101,8,101,25,90,48,14,101,29,58,5,101,36,101,22,101,101,101,101,101,101,100,101,101,101,43,82,53,4,101,101,88,8,91,13,101,101,0
England,Pakistan,London,22 August 1992,1,1,101,101,101,101,101,101,7,87,101,101,53,4,101,90,81,101,88,5,90,13,101,101,43,14,25,101,9,101,18,101,6,101,26,89,101,101,78,55,101,28,61,6,101,34,1
England,Pakistan,Manchester,24 August 1992,1,1,101,101,101,101,58,78,101,101,98,101,53,4,101,91,81,101,88,8,90,13,101,101,11,53,23,101,2,101,19,101,9,101,24,89,44,14,78,51,101,101,61,7,101,32,0
Sri Lanka,Australia,Colombo,4 September 1992,1,1,39,53,45,101,1,101,5,101,38,65,17,59,85,40,48,101,101,8,101,46,101,10,41,101,101,101,30,60,12,64,11,43,101,79,101,101,101,70,101,15,101,38,101,101,0
Sri Lanka,Australia,Colombo,5 September 1992,1,0,42,101,101,101,27,61,11,64,12,46,101,80,101,101,101,70,101,14,101,42,101,101,47,101,40,53,1,101,4,101,34,65,19,59,85,37,48,101,101,5,101,44,101,9,1
Zimbabwe,India,Harare Sports Club,25 October 1992,1,1,41,38,101,101,16,87,5,61,17,101,56,101,101,101,67,7,72,101,100,27,101,56,52,101,101,101,101,101,63,101,55,101,101,101,101,101,101,101,101,101,101,94,101,42,1
Zimbabwe,New Zealand,Bulawayo Athletic Club,31 October 1992,1,1,21,101,52,87,7,83,6,75,26,84,101,26,101,101,101,101,101,101,91,18,101,12,53,101,101,89,62,101,101,101,55,101,101,101,101,101,101,101,101,101,101,101,101,42,1
Zimbabwe,New Zealand,Harare Sports Club,8 November 1992,1,0,51,101,101,75,54,101,81,101,101,101,101,1,101,101,101,101,101,101,101,42,101,101,21,101,52,92,101,101,2,77,27,86,66,31,101,23,101,101,101,85,92,18,101,12,1
Pakistan,West Indies,Perth,4 December 1992,1,1,6,101,25,79,15,101,13,101,32,18,37,91,101,101,98,17,64,2,100,26,101,101,101,101,101,101,101,101,7,88,101,101,101,101,52,4,101,101,88,5,89,12,101,101,0
Australia,West Indies,Perth,6 December 1992,1,0,48,101,6,101,1,101,25,22,33,66,20,59,83,34,47,101,101,101,101,8,101,11,2,101,12,101,24,68,15,101,32,18,37,90,34,101,101,101,98,15,64,2,99,26,1
South Africa,India,Cape Town,7 December 1992,1,1,82,101,81,101,16,90,5,56,19,101,61,101,101,101,68,7,72,101,101,58,101,28,31,101,46,101,25,95,62,101,101,101,53,75,84,49,90,101,101,96,101,31,101,101,0
Australia,West Indies,Sydney Cricket Ground,8 December 1992,1,0,7,101,49,101,1,101,28,22,32,66,101,101,85,36,48,101,101,91,101,6,101,9,3,101,14,101,25,64,15,101,34,101,38,93,33,18,101,101,98,15,63,2,101,26,0
South Africa,India,St George's Park,9 December 1992,1,1,83,101,70,101,17,91,7,55,19,101,56,101,101,101,71,9,69,101,101,50,101,27,48,101,31,101,26,97,62,101,89,101,51,75,85,44,91,101,101,70,101,31,101,101,0
Australia,Pakistan,Hobart,10 December 1992,1,0,46,101,8,101,1,101,26,25,32,65,101,101,47,101,101,68,101,4,101,72,101,6,101,101,101,101,101,101,6,91,101,101,72,101,54,5,101,101,92,8,96,12,101,101,2
South Africa,India,Verwoerdburg,11 December 1992,1,0,30,101,35,101,28,96,62,101,74,101,52,75,76,45,91,101,101,68,101,31,101,101,80,101,51,101,58,101,17,93,7,57,101,101,40,38,68,101,71,10,101,42,101,28,1
Pakistan,West Indies,Adelaide Oval,12 December 1992,1,1,4,101,15,101,26,63,12,101,37,101,41,94,33,18,95,16,101,26,101,101,63,2,101,101,101,101,101,101,8,91,101,101,76,101,55,4,101,101,93,9,99,12,101,101,1
Sri Lanka,New Zealand,Colombo,12 December 1992,1,1,101,101,40,101,6,86,29,88,64,34,101,101,101,101,101,101,101,98,101,87,101,28,35,101,101,101,28,50,11,69,13,46,101,101,101,76,101,101,101,52,101,35,101,101,0
Australia,Pakistan,Adelaide Oval,13 December 1992,1,1,101,101,101,101,64,101,9,92,101,101,48,101,53,5,101,101,92,8,97,12,101,101,5,101,35,101,1,101,26,29,33,69,101,101,47,101,101,60,101,7,101,62,101,3,0
Sri Lanka,New Zealand,Colombo,13 December 1992,1,0,32,101,101,101,25,48,11,70,13,49,101,76,99,47,101,101,101,101,101,35,101,101,101,101,101,101,6,87,29,89,101,101,56,34,101,101,101,28,101,100,101,101,101,101,0
South Africa,India,Johannesburg,13 December 1992,1,1,80,101,52,101,60,101,16,95,7,56,40,39,101,101,101,25,71,101,70,9,101,42,37,101,28,101,30,96,55,101,72,101,50,73,75,44,89,101,101,66,101,19,101,80,0
Australia,West Indies,Melbourne Cricket Ground,15 December 1992,1,0,37,101,7,101,1,101,27,29,30,66,101,101,47,101,85,37,101,63,101,7,101,3,12,101,4,101,31,62,13,101,35,19,39,101,41,94,101,101,63,2,101,27,94,21,0
South Africa,India,Bloemfontein,15 December 1992,1,1,86,101,53,101,64,10,15,96,6,56,40,39,60,101,101,101,101,101,101,41,101,25,29,101,25,101,28,95,54,101,75,101,50,74,74,43,89,101,101,61,101,17,101,67,0
Pakistan,West Indies,Sydney Cricket Ground,17 December 1992,1,1,13,101,2,101,31,49,9,101,35,17,39,101,101,101,101,93,101,101,65,2,96,16,101,101,101,101,71,101,101,101,12,92,101,101,53,6,101,101,88,8,93,13,101,101,1
South Africa,India,Durban,17 December 1992,1,0,27,101,24,101,26,95,54,101,74,100,50,72,87,101,101,53,101,56,101,14,101,63,63,11,90,101,22,101,14,98,7,58,101,101,40,40,101,101,72,60,101,39,101,38,0
South Africa,India,East London,19 December 1992,1,0,21,101,30,101,25,94,52,101,77,99,43,71,69,41,89,101,101,52,101,16,101,62,62,10,26,101,8,58,15,97,50,101,101,101,101,101,72,60,101,101,101,36,101,39,1
New Zealand,Pakistan,Wellington,26 December 1992,1,1,101,101,101,101,101,101,6,91,101,101,73,101,54,5,101,101,86,7,93,13,101,101,23,101,55,96,11,86,4,82,32,88,57,29,101,25,101,101,87,20,101,21,101,12,1
New Zealand,Pakistan,Napier,28 December 1992,1,1,101,101,101,101,101,101,11,90,101,101,101,99,93,101,54,5,85,8,92,13,101,101,25,101,55,96,12,86,4,83,30,87,56,28,101,21,101,101,87,17,101,22,101,12,0
New Zealand,Pakistan,Auckland,30 December 1992,1,1,101,101,101,100,101,101,49,101,11,91,101,101,54,5,101,84,84,101,86,8,93,15,24,101,56,98,14,87,2,83,28,88,55,29,101,21,101,101,88,13,101,22,101,12,0
New Zealand,Pakistan,Auckland,30 December 1992,1,1,101,101,101,100,101,101,49,101,11,91,101,101,54,5,101,84,84,101,86,8,93,15,24,101,56,98,14,87,2,83,28,88,55,29,101,21,101,101,88,13,101,22,101,12,0
New Zealand,Pakistan,Napier,28 December 1992,1,1,101,101,101,101,101,101,11,90,101,101,101,99,93,101,54,5,85,8,92,13,101,101,25,101,55,96,12,86,4,83,30,87,56,28,101,21,101,101,87,17,101,22,101,12,0
New Zealand,Pakistan,Wellington,26 December 1992,1,1,101,101,101,101,101,101,6,91,101,101,73,101,54,5,101,101,86,7,93,13,101,101,23,101,55,96,11,86,4,82,32,88,57,29,101,25,101,101,87,20,101,21,101,12,1
Pakistan,West Indies,Woolloongabba,9 January 1993,1,0,49,101,101,99,101,101,11,91,101,101,82,101,53,5,70,101,87,7,93,18,101,101,15,101,3,101,7,101,31,48,40,95,35,20,101,101,101,101,95,13,64,2,101,69,1
Australia,West Indies,Woolloongabba,10 January 1993,1,1,2,101,15,101,9,101,35,20,43,95,38,101,101,101,101,23,101,69,94,26,96,14,36,101,7,101,1,101,28,32,23,65,21,67,45,101,101,53,101,7,101,66,101,3,1
Australia,Pakistan,Melbourne Cricket Ground,12 January 1993,1,0,37,101,5,101,1,101,29,26,23,65,21,66,45,101,101,46,101,50,101,5,101,60,101,101,101,101,101,98,101,101,11,89,101,101,54,4,66,101,79,101,87,7,101,101,0
Australia,Pakistan,Sydney Cricket Ground,14 January 1993,1,0,5,101,36,101,1,101,27,26,24,65,21,66,45,101,84,36,101,40,101,50,101,4,101,101,101,101,101,101,10,89,101,101,55,5,63,100,86,7,67,101,95,17,101,101,0
Australia,West Indies,Sydney Cricket Ground,16 January 1993,1,1,11,101,2,101,32,49,9,101,33,19,38,101,101,59,98,11,65,2,101,101,101,25,36,101,5,101,1,101,27,26,21,67,22,66,44,101,83,36,101,39,101,52,101,5,1
Australia,West Indies,Melbourne Cricket Ground,18 January 1993,1,0,7,101,33,101,1,101,27,27,22,66,20,65,43,101,101,101,101,37,95,47,101,5,6,101,3,101,36,49,11,101,31,18,38,101,101,101,99,11,101,64,64,2,101,24,1
India,England,Jaipur,18 January 1993,1,0,60,8,21,101,65,101,18,94,5,57,50,101,101,101,101,101,101,36,101,34,101,28,9,55,17,101,4,101,37,98,15,101,24,91,76,52,101,22,78,35,59,6,101,70,1
